,word,pos,prevPOS,PrevWord,iob,Vector,PrevIOB,CaseStatus
4319,the,DT,IN,with,O,0.9044107606172334,O,0
4320,Spanish,JJ,DT,the,I-ORG,0.8519732350129728,O,1
4321,Air,NNP,JJ,Spanish,I-ORG,0.06841458418680868,I-ORG,1
4322,Defense,NNP,NNP,Air,I-ORG,0.2788474668851564,I-ORG,1
4323,Command,NNP,NNP,Defense,I-ORG,0.22163047931175747,I-ORG,1
4324,",",",",NNP,Command,O,0.0,I-ORG,0
4325,and,CC,",",",",O,0.08152396558787382,O,0
4326,in,IN,CC,and,O,0.47699030452000546,O,0
4327,some,DT,IN,in,O,0.8467841048750512,O,0
4328,instances,NNS,DT,some,O,0.4898265738085484,O,0
4329,",",",",NNS,instances,O,0.0,O,0
4330,with,IN,",",",",O,0.985525058036324,O,0
4331,the,DT,IN,with,O,0.9044107606172334,O,0
4332,U.S.,NNP,DT,the,I-ORG,0.0,O,2
4333,Sixth,NNP,NNP,U.S.,I-ORG,0.8394100778369521,I-ORG,1
4334,Fleet,NNP,NNP,Sixth,I-ORG,0.38672675133142154,I-ORG,1
4335,.,.,NNP,Fleet,O,0.0,I-ORG,0
4336, ,NN,.,.,O,0.0,O,0
4337,In,IN,NN, ,O,0.47699030452000546,O,0
4338,June,NNP,IN,In,O,0.513587327597979,O,1
4339,1985,CD,NNP,June,O,0.02717465519595794,O,0
4340,",",",",CD,1985,O,0.0,O,0
4341,the,DT,",",",",O,0.9044107606172334,O,0
4342,65th,CD,DT,the,I-ORG,0.04192270927215622,O,0
4343,assumed,VBD,CD,65th,O,0.10146114980199372,I-ORG,0
4344,responsibility,NN,VBD,assumed,O,0.7720879421002321,O,0
4345,for,IN,NN,responsibility,O,0.3921889935818654,O,0
4346,integrating,VBG,IN,for,O,0.49173835859620374,O,0
4347,USAFE,NNP,VBG,integrating,I-ORG,0.9487914789020893,O,3
4348,'s,POS,NNP,USAFE,O,0.0,I-ORG,0
4349,electronic,JJ,POS,'s,O,0.3296463198142838,O,0
4350,combat,NN,JJ,electronic,O,0.21999180663662432,O,0
4351,systems,NNS,NN,combat,O,0.8911648231599072,O,0
4352,to,TO,NNS,systems,O,0.9151986890618599,O,0
4353,maximize,VB,TO,to,O,0.5835040284036597,O,0
4354,overall,JJ,VB,maximize,O,0.6610678683599618,O,0
4355,warfighting,VBG,JJ,overall,O,0.9694114433975147,O,0
4356,potential,NN,VBG,warfighting,O,0.7106377167827393,O,0
4357,.,.,NN,potential,O,0.0,O,0
4358, ,VB,.,.,O,0.0,O,0
4359,Established,NNP,VB, ,O,0.34671582684692065,O,0
4360,as,IN,NNP,Established,O,0.09791069233920524,O,0
4361,4,CD,IN,as,I-ORG,0.0,O,0
4362,Air,NNP,CD,4,I-ORG,0.06841458418680868,I-ORG,1
4363,Defense,NNP,NNP,Air,I-ORG,0.2788474668851564,I-ORG,1
4364,Wing,VBG,NNP,Defense,I-ORG,0.9837498293049297,I-ORG,1
4365,on,IN,VBG,Wing,O,0.6486412672402021,I-ORG,0
4366,25,CD,IN,on,O,0.03291000955892394,O,0
4367,March,NNP,CD,25,O,0.5754472210842551,O,1
4368,1943,CD,NNP,March,O,0.020756520551686468,O,0
4369,.,.,CD,1943,O,0.0,O,0
4370, ,CC,.,.,O,0.0,O,0
4371,Activated,VBD,CC, ,O,0.05503209067322136,O,0
4372,on,IN,VBD,Activated,O,0.6486412672402021,O,0
4373,27,CD,IN,on,O,0.03331967772770723,O,0
4374,March,NNP,CD,27,O,0.5754472210842551,O,1
4375,1943,CD,NNP,March,O,0.020756520551686468,O,0
4376,.,.,CD,1943,O,0.0,O,0
4377, ,VB,.,.,O,0.0,O,0
4378,Redesignated,VBD,VB, ,O,0.7541990987300287,O,0
4379,65,CD,VBD,Redesignated,I-ORG,0.04178615321589513,O,0
4380,Fighter,NNP,CD,65,I-ORG,0.37839683189949475,I-ORG,1
4381,Wing,NNP,NNP,Fighter,I-ORG,0.9837498293049297,I-ORG,1
4382,on,IN,NNP,Wing,O,0.6486412672402021,I-ORG,0
4383,24,CD,IN,on,O,0.03263689744640175,O,0
4384,July,NNP,CD,24,O,0.5131776594291957,O,1
4385,1943,CD,NNP,July,O,0.020756520551686468,O,0
4386,.,.,CD,1943,O,0.0,O,0
4387, ,CC,.,.,O,0.0,O,0
4388,Inactivated,VBD,CC, ,O,0.4771268605762666,O,0
4389,on,IN,VBD,Inactivated,O,0.6486412672402021,O,0
4390,21,CD,IN,on,O,0.03168100505257408,O,0
4391,November,NNP,CD,21,O,0.6375802266830534,O,1
4392,1945,CD,NNP,November,O,0.021029632664208656,O,0
4393,.,.,CD,1945,O,0.0,O,0
4394, ,VB,.,.,O,0.0,O,0
4395,Redesignated,VBD,VB, ,O,0.7541990987300287,O,0
4396,65,CD,VBD,Redesignated,I-ORG,0.04178615321589513,O,0
4397,Air,NNP,CD,65,I-ORG,0.06841458418680868,I-ORG,1
4398,Division,NNP,NNP,Air,I-ORG,0.3045200054622422,I-ORG,1
4399,(,(,NNP,Division,I-ORG,0.0,I-ORG,0
4400,Defense,NNP,(,(,I-ORG,0.2788474668851564,I-ORG,1
4401,),),NNP,Defense,I-ORG,0.0,I-ORG,0
4402,on,IN,),),O,0.6486412672402021,I-ORG,0
4403,17,CD,IN,on,O,0.006691246756793664,O,0
4404,April,NNP,CD,17,O,0.09149255769493377,O,1
4405,1952,CD,NNP,April,O,0.02212208111429742,O,0
4406,.,.,CD,1952,O,0.0,O,0
4407, ,VB,.,.,O,0.0,O,0
4408,Organized,VBN,VB, ,O,0.6553325139969958,O,0
4409,on,IN,VBN,Organized,O,0.6486412672402021,O,0
4410,24,CD,IN,on,O,0.03263689744640175,O,0
4411,April,NNP,CD,24,O,0.09149255769493377,O,1
4412,1952,CD,NNP,April,O,0.02212208111429742,O,0
4413,.,.,CD,1952,O,0.0,O,0
4414, ,VB,.,.,O,0.0,O,0
4415,Discontinued,VBN,VB, ,O,0.29878465109927627,O,0
4416,on,IN,VBN,Discontinued,O,0.6486412672402021,O,0
4417,8,CD,IN,on,O,0.0,O,0
4418,March,NNP,CD,8,O,0.5754472210842551,O,1
4419,1954,CD,NNP,March,O,0.02239519322681961,O,0
4420,.,.,CD,1954,O,0.0,O,0
4421, ,CC,.,.,O,0.0,O,0
4422,Activated,VBD,CC, ,O,0.05503209067322136,O,0
4423,on,IN,VBD,Activated,O,0.6486412672402021,O,0
4424,8,CD,IN,on,O,0.0,O,0
4425,April,NNP,CD,8,O,0.09149255769493377,O,1
4426,1957,CD,NNP,April,O,0.022804861395602893,O,0
4427,.,.,CD,1957,O,0.0,O,0
4428, ,VB,.,.,O,0.0,O,0
4429,Discontinued,NNP,VB, ,O,0.29878465109927627,O,0
4430,",",",",NNP,Discontinued,O,0.0,O,0
4431,and,CC,",",",",O,0.08152396558787382,O,0
4432,inactivated,VBD,CC,and,O,0.4771268605762666,O,0
4433,",",",",VBD,inactivated,O,0.0,O,0
4434,on,IN,",",",",O,0.6486412672402021,O,0
4435,1,CD,IN,on,O,0.0,O,0
4436,January,NNP,CD,1,O,0.5037552915471801,O,1
4437,1965,CD,NNP,January,O,0.02403386590195275,O,0
4438,.,.,CD,1965,O,0.0,O,0
4439, ,VB,.,.,O,0.0,O,0
4440,Redesignated,VBD,VB, ,O,0.7541990987300287,O,0
4441,65,CD,VBD,Redesignated,I-ORG,0.04178615321589513,O,0
4442,Air,NNP,CD,65,I-ORG,0.06841458418680868,I-ORG,1
4443,Division,NNP,NNP,Air,I-ORG,0.3045200054622422,I-ORG,1
4444,and,CC,NNP,Division,O,0.08152396558787382,I-ORG,0
4445,activated,VBN,CC,and,O,0.05503209067322136,O,0
4446,on,IN,VBN,activated,O,0.6486412672402021,O,0
4447,1,CD,IN,on,O,0.0,O,0
4448,June,NNP,CD,1,O,0.513587327597979,O,1
4449,1985,CD,NNP,June,O,0.02717465519595794,O,0
4450,.,.,CD,1985,O,0.0,O,0
4451, ,CC,.,.,O,0.0,O,0
4452,Inactivated,VBD,CC, ,O,0.4771268605762666,O,0
4453,on,IN,VBD,Inactivated,O,0.6486412672402021,O,0
4454,30,CD,IN,on,O,0.03441212617779599,O,0
4455,June,NNP,CD,30,O,0.513587327597979,O,1
4456,1991,CD,NNP,June,O,0.028130547589785608,O,0
4457,.,.,CD,1991,O,0.0,O,0
4458, ,VB,.,.,O,0.0,O,0
4459,none,NN,VB, ,O,0.6330738768264372,O,0
4460, ,NNP,NN,none,O,0.0,O,0
4461,none,NN,NNP, ,O,0.6330738768264372,O,0
4462, ,NNP,NN,none,O,0.0,O,0
4463,Per,NNP,NNP, ,O,0.6822340570804315,O,0
4464,bend,NN,NNP,Per,O,0.13423460330465656,O,0
4465,azure,NN,NN,bend,O,0.11265874641540352,O,0
4466,and,CC,NN,azure,O,0.08152396558787382,O,0
4467,gules,NNS,CC,and,O,0.4331558104601939,O,0
4468,",",",",NNS,gules,O,0.0,O,0
4469,issuant,NN,",",",",O,0.49993172197186947,O,0
4470,from,IN,NN,issuant,O,0.4033865901952752,O,0
4471,base,NN,IN,from,O,0.12221767035368018,O,0
4472,in,IN,NN,base,O,0.47699030452000546,O,0
4473,pale,NN,IN,in,O,0.6658473303291002,O,0
4474,a,DT,NN,pale,O,0.0,O,0
4475,closed,JJ,DT,a,O,0.2119349993172197,O,0
4476,helmet,NN,JJ,closed,O,0.4479038645363922,O,0
4477,in,IN,NN,helmet,O,0.47699030452000546,O,0
4478,profile,NN,IN,in,O,0.7240202102963267,O,0
4479,supporting,VBG,NN,profile,O,0.8848832445718967,O,0
4480,an,DT,VBG,supporting,O,0.08002184896900177,O,0
4481,antenna,JJ,DT,an,O,0.08616687150075106,O,0
4482,argent,NN,JJ,antenna,O,0.09272156220128362,O,0
4483,emitting,VBG,NN,argent,O,0.3341526696708999,O,0
4484,two,CD,VBG,emitting,O,0.9373207701761573,O,0
4485,lightning,VBG,CD,two,O,0.5474532295507306,O,0
4486,flashes,NNS,VBG,lightning,O,0.3857708589375939,O,0
4487,bendwise,RB,NNS,flashes,O,0.13437115936091765,O,0
4488,",",",",RB,bendwise,O,0.0,O,0
4489,one,CD,",",",",O,0.6490509354089854,O,0
4490,to,TO,CD,one,O,0.9151986890618599,O,0
4491,dexter,VB,TO,to,O,0.2908643998361327,O,0
4492,chief,NN,VB,dexter,O,0.20210296326642085,O,0
4493,",",",",NN,chief,O,0.0,O,0
4494,one,CD,",",",",O,0.6490509354089854,O,0
4495,to,TO,CD,one,O,0.9151986890618599,O,0
4496,sinister,VB,TO,to,O,0.8366789567117302,O,0
4497,base,NN,VB,sinister,O,0.12221767035368018,O,0
4498,and,CC,NN,base,O,0.08152396558787382,O,0
4499,one,CD,CC,and,O,0.6490509354089854,O,0
4500,bend,NN,CD,one,O,0.13423460330465656,O,0
4501,sinisterwise,NN,NN,bend,O,0.8368155127679913,O,0
4502,to,TO,NN,sinisterwise,O,0.9151986890618599,O,0
4503,chief,NN,TO,to,O,0.20210296326642085,O,0
4504,or,CC,NN,chief,O,0.652874504984296,O,0
4505,",",",",CC,or,O,0.0,O,0
4506,in,IN,",",",",O,0.47699030452000546,O,0
4507,chief,NN,IN,in,O,0.20210296326642085,O,0
4508,an,DT,NN,chief,O,0.08002184896900177,O,0
4509,eight,CD,DT,an,O,0.3273248668578451,O,0
4510,pointed,VBD,CD,eight,O,0.7020346852382903,O,0
4511,mullet,NN,VBD,pointed,O,0.6128635804997952,O,0
4512,of,IN,NN,mullet,O,0.644271473439847,O,0
4513,the,DT,IN,of,O,0.9044107606172334,O,0
4514,third,JJ,DT,the,O,0.9076881059674996,O,0
4515,and,CC,JJ,third,O,0.08152396558787382,O,0
4516,all,DT,CC,and,O,0.07210159770585825,O,0
4517,within,IN,DT,all,O,0.9857981701488461,O,0
4518,a,DT,IN,within,O,0.0,O,0
4519,diminished,JJ,DT,a,O,0.2946879694114434,O,0
4520,bordure,NN,JJ,diminished,O,0.14816332104328828,O,0
4521,of,IN,NN,bordure,O,0.644271473439847,O,0
4522,the,DT,IN,of,O,0.9044107606172334,O,0
4523,fourth,JJ,DT,the,O,0.39765123583230916,O,0
4524,.,.,JJ,fourth,O,0.0,O,0
4525, ,NN,.,.,O,0.0,O,0
4526,(,(,NN, ,O,0.0,O,0
4527,Approved,NNP,(,(,O,0.09121944558241157,O,1
4528,1,CD,NNP,Approved,O,0.0,O,0
4529,August,NNP,CD,1,O,0.107606172333743,O,1
4530,1961,CD,NNP,August,O,0.02348764167690837,O,0
4531,),),CD,1961,O,0.0,O,0
4532,.,.,),),O,0.0,O,0
4533, ,JJ,.,.,O,0.0,O,0
4534,Fourth,NNP,JJ, ,I-ORG,0.39765123583230916,O,0
4535,Air,NNP,NNP,Fourth,I-ORG,0.06841458418680868,I-ORG,1
4536,Force,NNP,NNP,Air,I-ORG,0.39273521780690973,I-ORG,1
4537,",",",",NNP,Force,O,0.0,I-ORG,0
4538,27,CD,",",",",O,0.03331967772770723,O,0
4539,March,NNP,CD,27,O,0.5754472210842551,O,1
4540,1943,CD,NNP,March,O,0.020756520551686468,O,0
4541,;,:,CD,1943,O,0.0,O,0
4542,Army,NNP,:,;,I-ORG,0.09504301515772225,O,1
4543,Service,NNP,NNP,Army,I-ORG,0.8212481223542264,I-ORG,1
4544,Forces,NNP,NNP,Service,I-ORG,0.3930083299194319,I-ORG,1
4545,",",",",NNP,Forces,O,0.0,I-ORG,0
4546,6,CD,",",",",O,0.0,O,0
4547,May,NNP,CD,6,O,0.5837771405161819,O,1
4548,1943,CD,NNP,May,O,0.020756520551686468,O,0
4549,;,:,CD,1943,O,0.0,O,0
4550,Eighth,NNP,:,;,I-ORG,0.32746142291410624,O,1
4551,Air,NNP,NNP,Eighth,I-ORG,0.06841458418680868,I-ORG,1
4552,Force,NNP,NNP,Air,I-ORG,0.39273521780690973,I-ORG,1
4553,",",",",NNP,Force,O,0.0,I-ORG,0
4554,2,CD,",",",",O,0.0,O,0
4555,June,NNP,CD,2,O,0.513587327597979,O,1
4556,1943,CD,NNP,June,O,0.020756520551686468,O,0
4557,;,:,CD,1943,O,0.0,O,0
4558,VIII,NNP,:,;,I-ORG,0.9601256315717602,O,3
4559,Fighter,NNP,NNP,VIII,I-ORG,0.37839683189949475,I-ORG,1
4560,Command,NNP,NNP,Fighter,I-ORG,0.22163047931175747,I-ORG,1
4561,",",",",NNP,Command,O,0.0,I-ORG,0
4562,4,CD,",",",",O,0.0,O,0
4563,June,NNP,CD,4,O,0.513587327597979,O,1
4564,1943,CD,NNP,June,O,0.020756520551686468,O,0
4565,;,:,CD,1943,O,0.0,O,0
4566,2,CD,:,;,O,0.0,O,0
4567,Bombardment,NNP,CD,2,O,0.14584186808684965,O,1
4568,(,(,NNP,Bombardment,O,0.0,O,0
4569,later,RB,(,(,O,0.5333879557558378,O,0
4570,",",",",RB,later,O,0.0,O,0
4571,2,CD,",",",",O,0.0,O,0
4572,Air,NNP,CD,2,O,0.06841458418680868,O,1
4573,),),NNP,Air,O,0.0,O,0
4574,Division,NNP,),),O,0.3045200054622422,O,1
4575,",",",",NNP,Division,O,0.0,O,0
4576,15,CD,",",",",O,0.005189130137921617,O,0
4577,September,NNP,CD,15,O,0.8196094496790932,O,1
4578,1944,CD,NNP,September,O,0.020893076607947564,O,0
4579,;,:,CD,1944,O,0.0,O,0
4580,3,CD,:,;,I-ORG,0.0,O,0
4581,Air,NNP,CD,3,I-ORG,0.06841458418680868,I-ORG,1
4582,Division,NNP,NNP,Air,I-ORG,0.3045200054622422,I-ORG,1
4583,",",",",NNP,Division,O,0.0,I-ORG,0
4584,1,CD,",",",",O,0.0,O,0
4585,June,NNP,CD,1,O,0.513587327597979,O,1
4586,1945,CD,NNP,June,O,0.021029632664208656,O,0
4587,--,:,CD,1945,O,0.0,O,0
4588,21,CD,:,--,O,0.03168100505257408,O,0
4589,November,NNP,CD,21,O,0.6375802266830534,O,1
4590,1945,CD,NNP,November,O,0.021029632664208656,O,0
4591,.,.,CD,1945,O,0.0,O,0
4592, ,CC,.,.,O,0.0,O,0
4593,Iceland,NNP,CC, ,I-ORG,0.4707087259319951,O,0
4594,Air,NNP,NNP,Iceland,I-ORG,0.06841458418680868,I-ORG,1
4595,Defense,NNP,NNP,Air,I-ORG,0.2788474668851564,I-ORG,1
4596,Force,NNP,NNP,Defense,I-ORG,0.39273521780690973,I-ORG,1
4597,",",",",NNP,Force,O,0.0,I-ORG,0
4598,24,CD,",",",",O,0.03263689744640175,O,0
4599,April,NNP,CD,24,O,0.09149255769493377,O,1
4600,1952,CD,NNP,April,O,0.02212208111429742,O,0
4601,--,:,CD,1952,O,0.0,O,0
4602,8,CD,:,--,O,0.0,O,0
4603,March,NNP,CD,8,O,0.5754472210842551,O,1
4604,1954,CD,NNP,March,O,0.02239519322681961,O,0
4605,.,.,CD,1954,O,0.0,O,0
4606, ,VB,.,.,O,0.0,O,0
4607,Sixteenth,NNP,VB, ,I-ORG,0.8392735217806909,O,0
4608,Air,NNP,NNP,Sixteenth,I-ORG,0.06841458418680868,I-ORG,1
4609,Force,NNP,NNP,Air,I-ORG,0.39273521780690973,I-ORG,1
4610,",",",",NNP,Force,O,0.0,I-ORG,0
4611,8,CD,",",",",O,0.0,O,0
4612,April,NNP,CD,8,O,0.09149255769493377,O,1
4613,1957,CD,NNP,April,O,0.022804861395602893,O,0
4614,;,:,CD,1957,O,0.0,O,0
4615,United,NNP,:,;,I-ORG,0.9429195684828622,O,1
4616,States,NNPS,NNP,United,I-ORG,0.8643998361327325,I-ORG,1
4617,Air,NNP,NNPS,States,I-ORG,0.06841458418680868,I-ORG,1
4618,Forces,NNPS,NNP,Air,I-ORG,0.3930083299194319,I-ORG,1
4619,in,IN,NNPS,Forces,O,0.47699030452000546,I-ORG,0
4620,Europe,NNP,IN,in,I-LOC,0.3497200600846648,O,1
4621,",",",",NNP,Europe,O,0.0,I-LOC,0
4622,1,CD,",",",",O,0.0,O,0
4623,July,NNP,CD,1,O,0.5131776594291957,O,1
4624,1960,CD,NNP,July,O,0.02321452956438618,O,0
4625,--,:,CD,1960,O,0.0,O,0
4626,1,CD,:,--,O,0.0,O,0
4627,January,NNP,CD,1,O,0.5037552915471801,O,1
4628,1965,CD,NNP,January,O,0.02403386590195275,O,0
4629,.,.,CD,1965,O,0.0,O,0
4630, ,VB,.,.,O,0.0,O,0
4631,Seventeenth,NNP,VB, ,I-ORG,0.8230233510856206,O,0
4632,Air,NNP,NNP,Seventeenth,I-ORG,0.06841458418680868,I-ORG,1
4633,Force,NNP,NNP,Air,I-ORG,0.39273521780690973,I-ORG,1
4634,",",",",NNP,Force,O,0.0,I-ORG,0
4635,1,CD,",",",",O,0.0,O,0
4636,June,NNP,CD,1,O,0.513587327597979,O,1
4637,1985,CD,NNP,June,O,0.02717465519595794,O,0
4638,--,:,CD,1985,O,0.0,O,0
4639,30,CD,:,--,O,0.03441212617779599,O,0
4640,June,NNP,CD,30,O,0.513587327597979,O,1
4641,1991,CD,NNP,June,O,0.028130547589785608,O,0
4642,.,.,CD,1991,O,0.0,O,0
4643, ,VB,.,.,O,0.0,O,0
4644,Hamilton,NNP,VB, ,I-ORG,0.43684282397924346,O,0
4645,Field,NNP,NNP,Hamilton,I-ORG,0.3777140516181893,I-ORG,1
4646,",",",",NNP,Field,O,0.0,I-ORG,0
4647,California,NNP,",",",",I-LOC,0.17206063088897994,O,1
4648,",",",",NNP,California,O,0.0,I-LOC,0
4649,27,CD,",",",",O,0.03331967772770723,O,0
4650,March,NNP,CD,27,O,0.5754472210842551,O,1
4651,1943,CD,NNP,March,O,0.020756520551686468,O,0
4652,--,:,CD,1943,O,0.0,O,0
4653,6,CD,:,--,O,0.0,O,0
4654,May,NNP,CD,6,O,0.5837771405161819,O,1
4655,1943,CD,NNP,May,O,0.020756520551686468,O,0
4656,;,:,CD,1943,O,0.0,O,0
4657,Debden,NNP,:,;,I-LOC,0.27420456097227913,O,1
4658,",",",",NNP,Debden,O,0.0,I-LOC,0
4659,England,NNP,",",",",I-LOC,0.33838590741499386,O,1
4660,",",",",NNP,England,O,0.0,I-LOC,0
4661,4,CD,",",",",O,0.0,O,0
4662,June,NNP,CD,4,O,0.513587327597979,O,1
4663,1943,CD,NNP,June,O,0.020756520551686468,O,0
4664,;,:,CD,1943,O,0.0,O,0
4665,Saffron,NNP,:,;,I-LOC,0.7940734671582684,O,1
4666,Walden,NNP,NNP,Saffron,I-LOC,0.9674996586098593,I-LOC,1
4667,",",",",NNP,Walden,O,0.0,I-LOC,0
4668,England,NNP,",",",",I-LOC,0.33838590741499386,O,1
4669,",",",",NNP,England,O,0.0,I-LOC,0
4670,c.17,NN,",",",",O,0.0,O,0
4671,June,NNP,NN,c.17,O,0.513587327597979,O,1
4672,1943,CD,NNP,June,O,0.020756520551686468,O,0
4673,;,:,CD,1943,O,0.0,O,0
4674,Elvedon,NNP,:,;,I-LOC,0.33224088488324455,O,1
4675,Hall,NNP,NNP,Elvedon,I-LOC,0.436160043697938,I-LOC,1
4676,",",",",NNP,Hall,O,0.0,I-LOC,0
4677,England,NNP,",",",",I-LOC,0.33838590741499386,O,1
4678,",",",",NNP,England,O,0.0,I-LOC,0
4679,c.1,VBZ,",",",",O,0.0,O,0
4680,September,NNP,VBZ,c.1,O,0.8196094496790932,O,1
4681,1945,CD,NNP,September,O,0.021029632664208656,O,0
4682,;,:,CD,1945,O,0.0,O,0
4683,Trosten,NNP,:,;,I-LOC,0.932541308207019,O,1
4684,",",",",NNP,Trosten,O,0.0,I-LOC,0
4685,England,NNP,",",",",I-LOC,0.33838590741499386,O,1
4686,",",",",NNP,England,O,0.0,I-LOC,0
4687,c.25,VBZ,",",",",O,0.0,O,0
4688,October,NNP,VBZ,c.25,O,0.6437252492148027,O,1
4689,1945,CD,NNP,October,O,0.021029632664208656,O,0
4690,--,:,CD,1945,O,0.0,O,0
4691,21,CD,:,--,O,0.03168100505257408,O,0
4692,November,NNP,CD,21,O,0.6375802266830534,O,1
4693,1945,CD,NNP,November,O,0.021029632664208656,O,0
4694,.,.,CD,1945,O,0.0,O,0
4695, ,VB,.,.,O,0.0,O,0
4696,Keflaví,NNP,VB, ,I-ORG,0.5180936774545951,O,0
4697,International,NNP,NNP,Keflaví,I-ORG,0.49446947972142563,I-ORG,1
4698,Airport,NNP,NNP,International,I-ORG,0.06909736446811417,I-ORG,1
4699,",",",",NNP,Airport,O,0.0,I-ORG,0
4700,Iceland,NNP,",",",",I-LOC,0.4707087259319951,O,1
4701,",",",",NNP,Iceland,O,0.0,I-LOC,0
4702,24,CD,",",",",O,0.03263689744640175,O,0
4703,April,NNP,CD,24,O,0.09149255769493377,O,1
4704,1952,CD,NNP,April,O,0.02212208111429742,O,0
4705,--,:,CD,1952,O,0.0,O,0
4706,8,CD,:,--,O,0.0,O,0
4707,March,NNP,CD,8,O,0.5754472210842551,O,1
4708,1954,CD,NNP,March,O,0.02239519322681961,O,0
4709,.,.,CD,1954,O,0.0,O,0
4710, ,VB,.,.,O,0.0,O,0
4711,Madrid,NNP,VB, ,I-LOC,0.5672538577085894,O,0
4712,",",",",NNP,Madrid,O,0.0,I-LOC,0
4713,Spain,NNP,",",",",I-LOC,0.8515635668441895,O,1
4714,",",",",NNP,Spain,O,0.0,I-LOC,0
4715,8,CD,",",",",O,0.0,O,0
4716,April,NNP,CD,8,O,0.09149255769493377,O,1
4717,1957,CD,NNP,April,O,0.022804861395602893,O,0
4718,;,:,CD,1957,O,0.0,O,0
4719,Torrejon,NNP,:,;,I-ORG,0.9187491465246483,O,1
4720,Air,NNP,NNP,Torrejon,I-ORG,0.06841458418680868,I-ORG,1
4721,Base,NNP,NNP,Air,I-ORG,0.12221767035368018,I-ORG,1
4722,",",",",NNP,Base,O,0.0,I-ORG,0
4723,Spain,NNP,",",",",I-LOC,0.8515635668441895,O,1
4724,",",",",NNP,Spain,O,0.0,I-LOC,0
4725,1,CD,",",",",O,0.0,O,0
4726,October,NNP,CD,1,O,0.6437252492148027,O,1
4727,1957,CD,NNP,October,O,0.022804861395602893,O,0
4728,--,:,CD,1957,O,0.0,O,0
4729,1,CD,:,--,O,0.0,O,0
4730,January,NNP,CD,1,O,0.5037552915471801,O,1
4731,1965,CD,NNP,January,O,0.02403386590195275,O,0
4732,.,.,CD,1965,O,0.0,O,0
4733, ,VB,.,.,O,0.0,O,0
4734,Sembach,NNP,VB, ,I-ORG,0.8167417724976103,O,0
4735,Air,NNP,NNP,Sembach,I-ORG,0.06841458418680868,I-ORG,1
4736,Base,NNP,NNP,Air,I-ORG,0.12221767035368018,I-ORG,1
4737,",",",",NNP,Base,O,0.0,I-ORG,0
4738,Germany,NNP,",",",",I-LOC,0.4162228594838181,O,1
4739,",",",",NNP,Germany,O,0.0,I-LOC,0
4740,1,CD,",",",",O,0.0,O,0
4741,June,NNP,CD,1,O,0.513587327597979,O,1
4742,1985,CD,NNP,June,O,0.02717465519595794,O,0
4743,;,:,CD,1985,O,0.0,O,0
4744,Lindsey,NNP,:,;,I-ORG,0.5490919022258637,O,1
4745,Air,NNP,NNP,Lindsey,I-ORG,0.06841458418680868,I-ORG,1
4746,Station,NNP,NNP,Air,I-ORG,0.8648095043015158,I-ORG,1
4747,",",",",NNP,Station,O,0.0,I-ORG,0
4748,Germany,NNP,",",",",I-LOC,0.4162228594838181,O,1
4749,",",",",NNP,Germany,O,0.0,I-LOC,0
4750,1,CD,",",",",O,0.0,O,0
4751,October,NNP,CD,1,O,0.6437252492148027,O,1
4752,1987,CD,NNP,October,O,0.02744776730848013,O,0
4753,--,:,CD,1987,O,0.0,O,0
4754,30,CD,:,--,O,0.03441212617779599,O,0
4755,June,NNP,CD,30,O,0.513587327597979,O,1
4756,1991,CD,NNP,June,O,0.028130547589785608,O,0
4757,.,.,CD,1991,O,0.0,O,0
4758, ,VB,.,.,O,0.0,O,0
4759,P-38,NNP,VB, ,I-MISC,0.0,O,0
4760,Lightning,NNP,NNP,P-38,I-MISC,0.5474532295507306,I-MISC,1
4761,",",",",NNP,Lightning,O,0.0,I-MISC,0
4762,1944,CD,",",",",O,0.020893076607947564,O,0
4763,;,:,CD,1944,O,0.0,O,0
4764,P-47,NNP,:,;,I-MISC,0.0,O,1
4765,Thunderbolt,NNP,NNP,P-47,I-MISC,0.9108288952615049,I-MISC,1
4766,",",",",NNP,Thunderbolt,O,0.0,I-MISC,0
4767,1943,CD,",",",",O,0.020756520551686468,O,0
4768,--,:,CD,1943,O,0.0,O,0
4769,1945,CD,:,--,O,0.021029632664208656,O,0
4770,;,:,CD,1945,O,0.0,O,0
4771,P-51,NNP,:,;,I-MISC,0.0,O,1
4772,Mustang,NNP,NNP,P-51,I-MISC,0.6158678137375393,I-MISC,1
4773,",",",",NNP,Mustang,O,0.0,I-MISC,0
4774,1944,CD,",",",",O,0.020893076607947564,O,0
4775,--,:,CD,1944,O,0.0,O,0
4776,1945,CD,:,--,O,0.021029632664208656,O,0
4777,.,.,CD,1945,O,0.0,O,0
4778, ,VB,.,.,O,0.0,O,0
4779,F-94,NNP,VB, ,I-MISC,0.0,O,0
4780,Starfire,NNP,NNP,F-94,I-MISC,0.8627611634575993,I-MISC,1
4781,",",",",NNP,Starfire,O,0.0,I-MISC,0
4782,1952,CD,",",",",O,0.02212208111429742,O,0
4783,--,:,CD,1952,O,0.0,O,0
4784,1954,CD,:,--,O,0.02239519322681961,O,0
4785,;,:,CD,1954,O,0.0,O,0
4786,F-86,NNP,:,;,I-MISC,0.0,O,1
4787,Sabre,NNP,NNP,F-86,I-MISC,0.7928444626519187,I-MISC,1
4788,",",",",NNP,Sabre,O,0.0,I-MISC,0
4789,1953,CD,",",",",O,0.022258637170558513,O,0
4790,--,:,CD,1953,O,0.0,O,0
