556,],NN,VBD,needed,O,0,O,0
557,.,.,NN,],"O
Anarchists",0,O,0
558,participated,VBD,.,.,O,0.669,"O
Anarchists",0
559,alongside,IN,VBD,participated,O,0.092,O,0
560,the,DT,IN,alongside,O,0.895,O,0
561,Bolsheviks,NNS,DT,the,I-ORG,0.168,O,1
562,in,IN,NNS,Bolsheviks,O,0.472,I-ORG,0
563,both,DT,IN,in,O,0.171,O,0
564,February,NNP,DT,both,O,0.372,O,1
565,and,CC,NNP,February,O,0.104,O,0
566,October,NNP,CC,and,I-MISC,0.638,O,1
567,revolutions,NNS,NNP,October,I-MISC,0.786,I-MISC,0
568,",",",",NNS,revolutions,O,0,I-MISC,0
569,and,CC,",",",",O,0.104,O,0
570,were,VBD,CC,and,O,0.967,O,0
571,initially,RB,VBD,were,O,0.487,O,0
572,enthusiastic,JJ,RB,initially,O,0.344,O,0
573,about,IN,JJ,enthusiastic,O,0.056,O,0
574,the,DT,IN,about,O,0.895,O,0
575,Bolshevik,NNP,DT,the,I-ORG,0.168,O,1
576,coup,NN,NNP,Bolshevik,O,0.264,I-ORG,0
577,.,.,NN,coup,"O
However",0,O,0
578,",",",",.,.,O,0,"O
However",0
579,the,DT,",",",",O,0.895,O,0
580,Bolsheviks,NNP,DT,the,I-ORG,0.168,O,1
581,soon,RB,NNP,Bolsheviks,O,0.843,I-ORG,0
582,turned,VBD,RB,soon,O,0.927,O,0
583,against,IN,VBD,turned,O,0.077,O,0
584,the,DT,IN,against,O,0.895,O,0
585,anarchists,NNS,DT,the,O,0.102,O,0
586,and,CC,NNS,anarchists,O,0.104,O,0
587,other,JJ,CC,and,O,0.654,O,0
588,left-wing,JJ,JJ,other,O,0,O,0
589,opposition,NN,JJ,left-wing,O,0.65,O,0
590,",",",",NN,opposition,O,0,O,0
591,a,DT,",",",",O,0,O,0
592,conflict,NN,DT,a,O,0.242,O,0
593,that,WDT,NN,conflict,O,0.894,O,0
594,culminated,VBD,WDT,that,O,0.271,O,0
595,in,IN,VBD,culminated,O,0.472,O,0
596,the,DT,IN,in,O,0.895,O,0
597,1921,CD,DT,the,O,0.017,O,0
598,Kronstadt,NNP,CD,1921,I-MISC,0.517,O,1
599,rebellion,NN,NNP,Kronstadt,I-MISC,0.749,I-MISC,0
600,which,WDT,NN,rebellion,O,0.972,I-MISC,0
601,the,DT,WDT,which,O,0.895,O,0
602,new,JJ,DT,the,O,0.621,O,0
603,government,NN,JJ,new,O,0.419,O,0
604,repressed,VBD,NN,government,O,0.77,O,0
605,.,.,VBD,repressed,"O
Both",0,O,0
606,wrote,VBD,.,.,O,0.993,"O
Both",0
607,accounts,NNS,VBD,wrote,O,0.059,O,0
608,of,IN,NNS,accounts,O,0.639,O,0
609,their,PRP$,IN,of,O,0.896,O,0
610,experiences,NNS,PRP$,their,O,0.361,O,0
611,in,IN,NNS,experiences,O,0.472,O,0
612,Russia,NNP,IN,in,I-LOC,0.799,O,1
613,",",",",NNP,Russia,O,0,I-LOC,0
614,criticizing,VBG,",",",",O,0.27,O,0
615,the,DT,VBG,criticizing,O,0.895,O,0
616,amount,NN,DT,the,O,0.098,O,0
617,of,IN,NN,amount,O,0.639,O,0
618,control,NN,IN,of,O,0.252,O,0
619,the,DT,NN,control,O,0.895,O,0
620,Bolsheviks,NNPS,DT,the,I-ORG,0.168,O,1
621,exercised,VBD,NNPS,Bolsheviks,O,0.358,I-ORG,0
622,.,.,VBD,exercised,"O
The",0,O,0
623,victory,NN,.,.,O,0.946,"O
The",0
624,of,IN,NN,victory,O,0.639,O,0
625,the,DT,IN,of,O,0.895,O,0
626,Bolsheviks,NNS,DT,the,I-ORG,0.168,O,1
627,in,IN,NNS,Bolsheviks,O,0.472,I-ORG,0
628,the,DT,IN,in,O,0.895,O,0
629,October,NNP,DT,the,I-MISC,0.638,O,1
630,Revolution,NN,NNP,October,I-MISC,0.784,I-MISC,1
631,and,CC,NN,Revolution,O,0.104,I-MISC,0
632,the,DT,CC,and,O,0.895,O,0
633,resulting,VBG,DT,the,O,0.779,O,0
634,Russian,NNP,VBG,resulting,I-MISC,0.8,O,1
635,Civil,NNP,NNP,Russian,I-MISC,0.218,I-MISC,1
636,War,NNP,NNP,Civil,I-MISC,0.957,I-MISC,1
637,did,VBD,NNP,War,O,0.302,I-MISC,0
638,serious,JJ,VBD,did,O,0.816,O,0
639,damage,NN,JJ,serious,O,0.276,O,0
640,to,TO,NN,damage,O,0.911,O,0
641,anarchist,NN,TO,to,O,0.101,O,0
642,movements,NNS,NN,anarchist,O,0.606,O,0
643,internationally,RB,NNS,movements,O,0.495,O,0
644,.,.,RB,internationally,"O
Italian",0,O,0
645,anarchists,NNS,.,.,I-ORG,0.102,"O
Italian",0
646,played,VBD,NNS,anarchists,O,0.692,I-ORG,0
647,a,DT,VBD,played,O,0,O,0
648,key,JJ,DT,a,O,0.514,O,0
649,role,NN,JJ,key,O,0.793,O,0
650,in,IN,NN,role,O,0.472,O,0
651,the,DT,IN,in,O,0.895,O,0
652,anti-fascist,JJ,DT,the,O,0,O,0
653,organisation,NN,JJ,anti-fascist,O,0.653,O,0
654,Arditi,NNP,NN,organisation,I-MISC,0.114,O,1
655,del,NNP,NNP,Arditi,I-MISC,0.29,I-MISC,0
656,Popolo,NNP,NNP,del,I-MISC,0.698,I-MISC,1
657,",",",",NNP,Popolo,O,0,I-MISC,0
658,which,WDT,",",",",O,0.972,O,0
659,was,VBD,WDT,which,O,0.96,O,0
660,strongest,JJS,VBD,was,O,0.866,O,0
661,in,IN,JJS,strongest,O,0.472,O,0
662,areas,NNS,IN,in,O,0.116,O,0
663,with,IN,NNS,areas,O,0.98,O,0
664,anarchist,JJ,IN,with,O,0.101,O,0
665,traditions,NNS,JJ,anarchist,O,0.917,O,0
666,",",",",NNS,traditions,O,0,O,0
667,and,CC,",",",",O,0.104,O,0
668,achieved,VBD,CC,and,O,0.06,O,0
669,some,DT,VBD,achieved,O,0.841,O,0
670,success,NN,DT,some,O,0.871,O,0
671,in,IN,NN,success,O,0.472,O,0
672,their,PRP$,IN,in,O,0.896,O,0
673,activism,NN,PRP$,their,O,0.066,O,0
674,",",",",NN,activism,O,0,O,0
675,such,JJ,",",",",O,0.872,O,0
676,as,IN,JJ,such,O,0.12,O,0
677,repelling,VBG,IN,as,O,0.768,O,0
678,Blackshirts,NNS,VBG,repelling,I-ORG,0.163,O,1
679,in,IN,NNS,Blackshirts,O,0.472,I-ORG,0
680,the,DT,IN,in,O,0.895,O,0
681,anarchist,NN,DT,the,O,0.101,O,0
682,stronghold,NN,NN,anarchist,O,0.867,O,0
683,of,IN,NN,stronghold,O,0.639,O,0
684,Parma,NNP,IN,of,I-LOC,0.667,O,1
685,in,IN,NNP,Parma,O,0.472,I-LOC,0
686,August,NNP,IN,in,O,0.129,O,1
687,1922,CD,NNP,August,O,0.017,O,0
688,.,.,CD,1922,"O
But",0,O,0
689,in,IN,.,.,O,0.472,"O
But",0
690,1936,CD,IN,in,O,0.018,O,0
691,",",",",CD,1936,O,0,O,0
692,the,DT,",",",",O,0.895,O,0
693,CNT,NNP,DT,the,I-ORG,0.223,O,3
694,changed,VBD,NNP,CNT,O,0.206,I-ORG,0
695,its,PRP$,VBD,changed,O,0.504,O,0
696,policy,NN,PRP$,its,O,0.695,O,0
697,and,CC,NN,policy,O,0.104,O,0
698,anarchist,NN,CC,and,O,0.101,O,0
699,votes,NNS,NN,anarchist,O,0.952,O,0
700,helped,VBD,NNS,votes,O,0.445,O,0
701,bring,VB,VBD,helped,O,0.175,O,0
702,the,DT,VB,bring,O,0.895,O,0
703,popular,JJ,DT,the,O,0.699,O,0
704,front,NN,JJ,popular,O,0.403,O,0
705,back,RB,NN,front,O,0.133,O,0
706,to,TO,RB,back,O,0.911,O,0
707,power,NN,TO,to,O,0.706,O,0
708,.,.,NN,power,"O
Months",0,O,0
709,later,RB,.,.,O,0.528,"O
Months",0
710,",",",",RB,later,O,0,O,0
711,the,DT,",",",",O,0.895,O,0
712,former,JJ,DT,the,O,0.393,O,0
713,ruling,NN,JJ,former,O,0.796,O,0
714,class,NN,NN,ruling,O,0.22,O,0
715,responded,VBD,NN,class,O,0.776,O,0
716,with,IN,VBD,responded,O,0.98,O,0
717,an,DT,IN,with,O,0.1,O,0
718,attempted,VBN,DT,an,O,0.126,O,0
719,coup,NN,VBN,attempted,O,0.264,O,0
720,causing,VBG,NN,coup,O,0.199,O,0
721,the,DT,VBG,causing,O,0.895,O,0
722,Spanish,JJ,DT,the,I-MISC,0.849,O,1
723,Civil,NNP,JJ,Spanish,I-MISC,0.218,I-MISC,1
724,War,NNP,NNP,Civil,I-MISC,0.957,I-MISC,1
725,(,LRB,NNP,War,O,0,I-MISC,0
726,1936,CD,LRB,(,O,0.018,O,0
727,--,:,CD,1936,O,0,O,0
728,1939,CD,:,--,O,0.019,O,0
729,),RRB,CD,1939,O,0,O,0
730,.,.,RRB,),"O
Stalinist-led",0,O,0
731,troops,NNS,.,.,O,0.923,"O
Stalinist-led",0
732,suppressed,VBD,NNS,troops,O,0.878,O,0
733,the,DT,VBD,suppressed,O,0.895,O,0
734,collectives,NNS,DT,the,O,0.226,O,0
735,and,CC,NNS,collectives,O,0.104,O,0
736,persecuted,VBD,CC,and,O,0.68,O,0
737,both,DT,VBD,persecuted,O,0.171,O,0
738,dissident,JJ,DT,both,I-ORG,0.308,O,0
739,Marxists,NNS,JJ,dissident,I-ORG,0.565,I-ORG,1
740,and,CC,NNS,Marxists,O,0.104,I-ORG,0
741,anarchists,NNS,CC,and,O,0.102,O,0
742,.,.,NNS,anarchists,"O
In",0,O,0
743,the,DT,.,.,O,0.895,"O
In",0
744,U.K.,NNP,DT,the,I-LOC,0,O,2
745,this,DT,NNP,U.K.,O,0.903,I-LOC,0
746,was,VBD,DT,this,O,0.96,O,0
747,associated,VBN,VBD,was,O,0.123,O,0
748,with,IN,VBN,associated,O,0.98,O,0
749,the,DT,IN,with,O,0.895,O,0
750,punk,NN,DT,the,O,0.736,O,0
751,rock,NN,NN,punk,O,0.792,O,0
752,movement,NN,NN,rock,O,0.605,O,0
753,",",",",NN,movement,O,0,O,0
754,as,IN,",",",",O,0.12,O,0
755,exemplified,VBN,IN,as,O,0.358,O,0
756,by,IN,VBN,exemplified,O,0.185,O,0
757,bands,NNS,IN,by,O,0.136,O,0
758,such,JJ,NNS,bands,O,0.872,O,0
759,as,IN,JJ,such,O,0.12,O,0
760,Crass,NNP,IN,as,I-ORG,0.265,O,1
761,and,CC,NNP,Crass,O,0.104,I-ORG,0
762,the,DT,CC,and,O,0.895,O,0
763,Sex,NN,DT,the,I-ORG,0.821,O,1
764,Pistols,NNS,NN,Sex,I-ORG,0.687,I-ORG,1
765,.,.,NNS,Pistols,"O
Anarchist",0,I-ORG,0
766,anthropologist,NN,.,.,O,0.109,"O
Anarchist",0
767,David,NNP,NN,anthropologist,I-PER,0.278,O,1
768,Graeber,NNP,NNP,David,I-PER,0.422,I-PER,1
769,and,CC,NNP,Graeber,O,0.104,I-PER,0
770,anarchist,JJ,CC,and,O,0.101,O,0
771,historian,NN,JJ,anarchist,O,0.454,O,0
772,Andrej,NNP,NN,historian,I-PER,0.105,O,1
773,Grubacic,NNP,NNP,Andrej,I-PER,0.428,I-PER,1
774,have,VBP,NNP,Grubacic,O,0.437,I-PER,0
775,posited,VBN,VBP,have,O,0.701,O,0
776,a,DT,VBN,posited,O,0,O,0
777,rupture,NN,DT,a,O,0.797,O,0
778,between,IN,NN,rupture,O,0.157,O,0
779,generations,NNS,IN,between,O,0.41,O,0
780,of,IN,NNS,generations,O,0.639,O,0
781,anarchism,NN,IN,of,O,0.101,O,0
782,",",",",NN,anarchism,O,0,O,0
783,with,IN,",",",",O,0.98,O,0
784,those,DT,IN,with,O,0.905,O,0
785,"""",LQU,DT,those,O,0,O,0
786,who,WP,LQU,"""",O,0.974,O,0
787,often,RB,WP,who,O,0.642,O,0
788,still,RB,RB,often,O,0.861,O,0
789,have,VBP,RB,still,O,0.437,O,0
790,not,RB,VBP,have,O,0.629,O,0
791,shaken,VBN,RB,not,O,0.823,O,0
792,the,DT,VBN,shaken,O,0.895,O,0
793,sectarian,JJ,DT,the,O,0.811,O,0
794,habits,NNS,JJ,sectarian,O,0.43,O,0
795,"""",RQU,NNS,habits,O,0,O,0
796,of,IN,RQU,"""",O,0.639,O,0
797,the,DT,IN,of,O,0.895,O,0
798,nineteenth,JJ,DT,the,O,0.624,O,0
799,century,NN,JJ,nineteenth,O,0.204,O,0
800,contrasted,VBD,NN,century,O,0.25,O,0
801,with,IN,VBD,contrasted,O,0.98,O,0
802,the,DT,IN,with,O,0.895,O,0
803,younger,JJR,DT,the,O,0.998,O,0
804,activists,NNS,JJR,younger,O,0.067,O,0
805,who,WP,NNS,activists,O,0.974,O,0
806,are,VBP,WP,who,O,0.115,O,0
807,"""",LQU,VBP,are,O,0,O,0
808,much,RB,LQU,"""",O,0.606,O,0
809,more,RBR,RB,much,O,0.598,O,0
810,informed,JJ,RBR,more,O,0.486,O,0
811,",",",",JJ,informed,O,0,O,0
812,among,IN,",",",",O,0.097,O,0
813,other,JJ,IN,among,O,0.654,O,0
814,elements,NNS,JJ,other,O,0.335,O,0
815,",",",",NNS,elements,O,0,O,0
816,by,IN,",",",",O,0.185,O,0
817,indigenous,JJ,IN,by,O,0.478,O,0
818,",",",",JJ,indigenous,O,0,O,0
819,feminist,JJ,",",",",O,0.375,O,0
820,",",",",JJ,feminist,O,0,O,0
821,ecological,JJ,",",",",O,0.321,O,0
822,and,CC,JJ,ecological,O,0.104,O,0
823,cultural-critical,JJ,CC,and,O,0,O,0
824,ideas,NNS,JJ,cultural-critical,O,0.466,O,0
825,"""",RQU,NNS,ideas,O,0,O,0
826,",",",",RQU,"""",O,0,O,0
827,and,CC,",",",",O,0.104,O,0
828,who,WP,CC,and,O,0.974,O,0
829,by,IN,WP,who,O,0.185,O,0
830,the,DT,IN,by,O,0.895,O,0
831,turn,NN,DT,the,O,0.926,O,0
832,of,IN,NN,turn,O,0.639,O,0
833,the,DT,IN,of,O,0.895,O,0
834,21st,JJ,DT,the,O,0.031,O,0
835,century,NN,JJ,21st,O,0.204,O,0
836,formed,VBN,NN,century,O,0.392,O,0
837,"""",LQU,VBN,formed,O,0,O,0
838,by,IN,LQU,"""",O,0.185,O,0
839,far,RB,IN,by,O,0.369,O,0
840,the,DT,RB,far,O,0.895,O,0
841,majority,NN,DT,the,O,0.557,O,0
842,"""",RQU,NN,majority,O,0,O,0
843,of,IN,RQU,"""",O,0.639,O,0
844,anarchists,NNS,IN,of,O,0.102,O,0
845,.,.,NNS,anarchists,"O
Anarchists",0,O,0
846,became,VBD,.,.,O,0.145,"O
Anarchists",0
847,known,VBN,VBD,became,O,0.517,O,0
848,for,IN,VBN,known,O,0.389,O,0
849,their,PRP$,IN,for,O,0.896,O,0
850,involvement,NN,PRP$,their,O,0.499,O,0
851,in,IN,NN,involvement,O,0.472,O,0
852,protests,NNS,IN,in,O,0.732,O,0
853,against,IN,NNS,protests,O,0.077,O,0
854,the,DT,IN,against,O,0.895,O,0
855,meetings,NNS,DT,the,O,0.574,O,0
856,of,IN,NNS,meetings,O,0.639,O,0
857,the,DT,IN,of,O,0.895,O,0
858,World,NNP,DT,the,I-ORG,0.989,O,1
859,Trade,NNP,NNP,World,I-ORG,0.916,I-ORG,1
860,Organization,NNP,NNP,Trade,I-ORG,0.653,I-ORG,1
861,(,LRB,NNP,Organization,O,0,I-ORG,0
862,WTO,NNP,LRB,(,I-ORG,0.994,O,3
863,),RRB,NNP,WTO,O,0,I-ORG,0
864,",",",",RRB,),O,0,O,0
865,Group,NNP,",",",",I-ORG,0.426,O,1
866,of,IN,NNP,Group,I-ORG,0.639,I-ORG,0
867,Eight,CD,IN,of,I-ORG,0.332,I-ORG,1
868,",",",",CD,Eight,O,0,I-ORG,0
869,and,CC,",",",",O,0.104,O,0
870,the,DT,CC,and,O,0.895,O,0
871,World,NNP,DT,the,I-ORG,0.989,O,1
872,Economic,NNP,NNP,World,I-ORG,0.322,I-ORG,1
873,Forum,NNP,NNP,Economic,I-ORG,0.394,I-ORG,1
874,.,.,NNP,Forum,"O
A",0,I-ORG,0
875,landmark,JJ,.,.,O,0.523,"O
A",0
876,struggle,NN,JJ,landmark,O,0.869,O,0
877,of,IN,NN,struggle,O,0.639,O,0
878,this,DT,IN,of,O,0.903,O,0
879,period,NN,DT,this,O,0.679,O,0
880,was,VBD,NN,period,O,0.96,O,0
881,the,DT,VBD,was,O,0.895,O,0
882,confrontations,NNS,DT,the,O,0.242,O,0
883,at,IN,NNS,confrontations,O,0.125,O,0
884,WTO,NNP,IN,at,I-ORG,0.994,O,3
885,conference,NN,NNP,WTO,I-ORG,0.241,I-ORG,0
886,in,IN,NN,conference,I-ORG,0.472,I-ORG,0
887,Seattle,NNP,IN,in,I-ORG,0.809,I-ORG,1
888,in,IN,NNP,Seattle,I-ORG,0.472,I-ORG,0
889,1999,CD,IN,in,I-ORG,0.025,I-ORG,0
890,.,.,CD,1999,"O
One",0,I-ORG,0
891,reaction,NN,.,.,O,0.745,"O
One",0
892,against,IN,NN,reaction,O,0.077,O,0
893,sectarianism,NN,IN,against,O,0.812,O,0
894,within,IN,NN,sectarianism,O,0.981,O,0
895,the,DT,IN,within,O,0.895,O,0
896,anarchist,NN,DT,the,O,0.101,O,0
897,milieu,NN,NN,anarchist,O,0.584,O,0
898,was,VBD,NN,milieu,O,0.96,O,0
899,"""",LQU,VBD,was,O,0,O,0
900,anarchism,NN,LQU,"""",O,0.101,O,0
901,without,IN,NN,anarchism,O,0.982,O,0
902,adjectives,NNS,IN,without,O,0.07,O,0
903,"""",RQU,NNS,adjectives,O,0,O,0
904,",",",",RQU,"""",O,0,O,0
905,a,DT,",",",",O,0,O,0
906,call,NN,DT,a,O,0.187,O,0
907,for,IN,NN,call,O,0.389,O,0
908,toleration,NN,IN,for,O,0.911,O,0
909,first,RB,NN,toleration,O,0.383,O,0
910,adopted,VBN,RB,first,O,0.071,O,0
911,by,IN,VBN,adopted,O,0.185,O,0
912,Fernando,NNP,IN,by,I-PER,0.376,O,1
913,Tarrida,NNP,NNP,Fernando,I-PER,0.885,I-PER,1
914,del,NNP,NNP,Tarrida,I-PER,0.29,I-PER,0
915,Mármol,NNP,NNP,del,I-PER,0.609,I-PER,1
916,in,IN,NNP,Mármol,O,0.472,I-PER,0
917,1889,CD,IN,in,O,0.011,O,0
918,in,IN,CD,1889,O,0.472,O,0
919,response,NN,IN,in,O,0.777,O,0
920,to,TO,NN,response,O,0.911,O,0
921,the,DT,TO,to,O,0.895,O,0
922,"""",LQU,DT,the,O,0,O,0
923,bitter,JJ,LQU,"""",O,0.162,O,0
924,debates,NNS,JJ,bitter,O,0.283,O,0
925,"""",RQU,NNS,debates,O,0,O,0
926,of,IN,RQU,"""",O,0.639,O,0
927,anarchist,NN,IN,of,O,0.101,O,0
928,theory,NN,NN,anarchist,O,0.899,O,0
929,at,IN,NN,theory,O,0.125,O,0
930,the,DT,IN,at,O,0.895,O,0
931,time,NN,DT,the,O,0.91,O,0
932,.,.,NN,time,"O
Proudhon",0,O,0
933,proposed,VBD,.,.,O,0.728,"O
Proudhon",0
934,spontaneous,JJ,VBD,proposed,O,0.853,O,0
935,order,NN,JJ,spontaneous,O,0.652,O,0
936,",",",",NN,order,O,0,O,0
937,whereby,WRB,",",",",O,0.971,O,0
938,organization,NN,WRB,whereby,O,0.653,O,0
939,emerges,VBZ,NN,organization,O,0.338,O,0
940,without,IN,VBZ,emerges,O,0.982,O,0
941,central,JJ,IN,without,O,0.202,O,0
942,authority,NN,JJ,central,O,0.13,O,0
943,",",",",NN,authority,O,0,O,0
944,a,DT,",",",",O,0,O,0
945,"""",LQU,DT,a,O,0,O,0
946,positive,JJ,LQU,"""",O,0.703,O,0
947,anarchy,NN,JJ,positive,O,0.103,O,0
948,"""",RQU,NN,anarchy,O,0,O,0
949,where,WRB,RQU,"""",O,0.97,O,0
950,order,NN,WRB,where,O,0.652,O,0
951,arises,VBZ,NN,order,O,0.118,O,0
952,when,WRB,VBZ,arises,O,0.969,O,0
953,everybody,DT,WRB,when,O,0.353,O,0
954,does,VBZ,DT,everybody,O,0.311,O,0
955,"""",LQU,VBZ,does,O,0,O,0
956,what,WP,LQU,"""",O,0.969,O,0
957,he,PRP,WP,what,O,0.438,O,0
958,wishes,VBZ,PRP,he,O,0.979,O,0
959,and,CC,VBZ,wishes,O,0.104,O,0
960,only,RB,CC,and,O,0.645,O,0
961,what,WP,RB,only,O,0.969,O,0
962,he,PRP,WP,what,O,0.438,O,0
963,wishes,VBZ,PRP,he,O,0.979,O,0
964,"""",RQU,VBZ,wishes,O,0,O,0
965,and,CC,RQU,"""",O,0.104,O,0
966,where,WRB,CC,and,O,0.97,O,0
967,"""",LQU,WRB,where,O,0,O,0
968,business,NN,LQU,"""",O,0.184,O,0
969,transactions,NNS,NN,business,O,0.918,O,0
970,alone,RB,NNS,transactions,O,0.09,O,0
971,produce,VBP,RB,alone,O,0.718,O,0
972,the,DT,VBP,produce,O,0.895,O,0
973,social,JJ,DT,the,O,0.837,O,0
974,order,NN,JJ,social,O,0.652,O,0
975,.,.,NN,order,O,0,O,0
976,"""",RQU,.,.,"O
According",0,O,0
977,to,TO,RQU,"""",O,0.911,"O
According",0
978,William,NNP,TO,to,I-PER,0.976,O,1
979,Batchelder,NNP,NNP,William,I-PER,0,I-PER,1
980,Greene,NNP,NNP,Batchelder,I-PER,0,I-PER,1
981,",",",",NNP,Greene,O,0,I-PER,0
982,each,DT,",",",",O,0,O,0
983,worker,NN,DT,each,O,0,O,0
984,in,IN,NN,worker,O,0.472,O,0
985,the,DT,IN,in,O,0.895,O,0
986,mutualist,NN,DT,the,O,0,O,0
987,system,NN,NN,mutualist,O,0.882,O,0
988,would,MD,NN,system,O,0.99,O,0
989,receive,VB,MD,would,O,0.75,O,0
990,"""",LQU,VB,receive,O,0,O,0
991,just,RB,LQU,"""",O,0.512,O,0
992,and,CC,RB,just,O,0.104,O,0
993,exact,JJ,CC,and,O,0,O,0
994,pay,NN,JJ,exact,O,0.672,O,0
995,for,IN,NN,pay,O,0.389,O,0
996,his,PRP$,IN,for,O,0.453,O,0
997,work,NN,PRP$,his,O,0.987,O,0
998,;,;,NN,work,O,0,O,0
999,services,NNS,;,;,O,0.818,O,0
1000,equivalent,NN,NNS,services,O,0.346,O,0
1001,in,IN,NN,equivalent,O,0.472,O,0
1002,cost,NN,IN,in,O,0.259,O,0
1003,being,VBG,NN,cost,O,0.151,O,0
1004,exchangeable,JJ,VBG,being,O,0.356,O,0
1005,for,IN,JJ,exchangeable,O,0.389,O,0
1006,services,NNS,IN,for,O,0.818,O,0
1007,equivalent,JJ,NNS,services,O,0.346,O,0
1008,in,IN,JJ,equivalent,O,0.472,O,0
1009,cost,NN,IN,in,O,0.259,O,0
1010,",",",",NN,cost,O,0,O,0
1011,without,IN,",",",",O,0.982,O,0
1012,profit,NN,IN,without,O,0.72,O,0
1013,or,CC,NN,profit,O,0.651,O,0
1014,discount,NN,CC,or,O,0.306,O,0
1015,.,.,NN,discount,O,0,O,0
1016,"""",RQU,.,.,"O
Proudhon",0,O,0
1017,first,RB,RQU,"""",O,0.383,"O
Proudhon",0
1018,characterised,VBD,RB,first,O,0.208,O,0
1019,his,PRP$,VBD,characterised,O,0.453,O,0
1020,goal,NN,PRP$,his,O,0.415,O,0
1021,as,IN,NN,goal,O,0.12,O,0
1022,a,DT,IN,as,O,0,O,0
1023,"""",LQU,DT,a,O,0,O,0
1024,third,JJ,LQU,"""",O,0.903,O,0
1025,form,NN,JJ,third,O,0.391,O,0
1026,of,IN,NN,form,O,0.639,O,0
1027,society,NN,IN,of,O,0.84,O,0
1028,",",",",NN,society,O,0,O,0
1029,the,DT,",",",",O,0.895,O,0
1030,synthesis,NN,DT,the,O,0.881,O,0
1031,of,IN,NN,synthesis,O,0.639,O,0
1032,communism,NN,IN,of,O,0.232,O,0
1033,and,CC,NN,communism,O,0.104,O,0
1034,property,NN,CC,and,O,0.725,O,0
1035,.,.,NN,property,O,0,O,0
1036,"""",RQU,.,.,"O
Godwin",0,O,0
1037,",",",",RQU,"""",O,0,"O
Godwin",0
1038,a,DT,",",",",O,0,O,0
1039,philosophical,JJ,DT,a,O,0.685,O,0
1040,anarchist,NN,JJ,philosophical,O,0.101,O,0
1041,",",",",NN,anarchist,O,0,O,0
1042,from,IN,",",",",O,0.403,O,0
1043,a,DT,IN,from,O,0,O,0
1044,rationalist,NN,DT,a,O,0.745,O,0
1045,and,CC,NN,rationalist,O,0.104,O,0
1046,utilitarian,JJ,CC,and,O,0.939,O,0
1047,basis,NN,JJ,utilitarian,O,0.14,O,0
1048,opposed,VBD,NN,basis,O,0.649,O,0
1049,revolutionary,JJ,VBD,opposed,O,0.785,O,0
1050,action,NN,JJ,revolutionary,O,0.065,O,0
1051,and,CC,NN,action,O,0.104,O,0
1052,saw,VBD,CC,and,O,0.803,O,0
1053,a,DT,VBD,saw,O,0,O,0
1054,minimal,JJ,DT,a,O,0.589,O,0
1055,state,NN,JJ,minimal,O,0.857,O,0
1056,as,IN,NN,state,O,0.12,O,0
1057,a,DT,IN,as,O,0,O,0
1058,present,JJ,DT,a,O,0.712,O,0
1059,"""",LQU,JJ,present,O,0,O,0
1060,necessary,JJ,LQU,"""",O,0.617,O,0
1061,evil,NN,JJ,necessary,O,0.354,O,0
1062,"""",RQU,NN,evil,O,0,O,0
1063,that,WDT,RQU,"""",O,0.894,O,0
1064,would,MD,WDT,that,O,0.99,O,0
1065,become,VB,MD,would,O,0.147,O,0
1066,increasingly,RB,VB,become,O,0.476,O,0
1067,irrelevant,JJ,RB,increasingly,O,0.502,O,0
1068,and,CC,JJ,irrelevant,O,0.104,O,0
1069,powerless,JJ,CC,and,O,0.707,O,0
1070,by,IN,JJ,powerless,O,0.185,O,0
1071,the,DT,IN,by,O,0.895,O,0
1072,gradual,JJ,DT,the,O,0.42,O,0
1073,spread,NN,JJ,gradual,O,0.854,O,0
1074,of,IN,NN,spread,O,0.639,O,0
1075,knowledge,NN,IN,of,O,0.516,O,0
1076,.,.,NN,knowledge,"O
Godwin",0,O,0
1077,advocated,VBD,.,.,O,0.072,"O
Godwin",0
1078,extreme,JJ,VBD,advocated,O,0.365,O,0
1079,individualism,NN,JJ,extreme,O,0.479,O,0
1080,",",",",NN,individualism,O,0,O,0
1081,proposing,VBG,",",",",O,0.729,O,0
1082,that,IN,VBG,proposing,O,0.894,O,0
1083,all,DT,IN,that,O,0.087,O,0
1084,cooperation,NN,DT,all,O,0.255,O,0
1085,in,IN,NN,cooperation,O,0.472,O,0
1086,labour,NN,IN,in,O,0.521,O,0
1087,be,VB,NN,labour,O,0.143,O,0
1088,eliminated,VBN,VB,be,O,0.336,O,0
1089,on,IN,VBN,eliminated,O,0.644,O,0
1090,the,DT,IN,on,O,0.895,O,0
1091,premise,NN,DT,the,O,0.71,O,0
1092,that,IN,NN,premise,O,0.894,O,0
1093,this,DT,IN,that,O,0.903,O,0
1094,would,MD,DT,this,O,0.99,O,0
1095,be,VB,MD,would,O,0.143,O,0
1096,most,RBS,VB,be,O,0.599,O,0
1097,conducive,JJ,RBS,most,O,0.239,O,0
1098,with,IN,JJ,conducive,O,0.98,O,0
1099,the,DT,IN,with,O,0.895,O,0
1100,general,JJ,DT,the,O,0.409,O,0
1101,good,NN,JJ,general,O,0.418,O,0
1102,.,.,NN,good,"O
Godwin",0,O,0
1103,was,VBD,.,.,O,0.96,"O
Godwin",0
1104,a,DT,VBD,was,O,0,O,0
1105,utilitarian,JJ,DT,a,O,0.939,O,0
1106,who,WP,JJ,utilitarian,O,0.974,O,0
